,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
5790,UMP9,ice-cklt6,15.0,424128.7,325288.9,ERANGEL,2U4GBNA0Ymn4I819TCOZUmrkpodZU34WCjWNhi7ynOl4mSWUtxFC8Gi1FEtUufT-,860.0,BoxTrotSpy6,23.0,425468.4,326935.1
4483,SCAR-L,Fuzhongmemeda,17.0,522676.6,54262.8,MIRAMAR,2U4GBNA0Ymmc9iQSXPdXmsArOhTIR61JwcNH4n6Z2nEAsPYw5VWoAVcAEkqWJV2_,199.0,MyHouseIsWood,64.0,510509.8,58635.55
2177,Tommy Gun,BestNick,3.0,465582.6,650823.0,ERANGEL,2U4GBNA0YmlcJd06MAp1d4Q7M5Yy4PYrahIr2JBT9uhhXk6gHSEcIBPisz7z3coU,202.0,TheRealSaladino,69.0,464490.2,650621.4
2739,S1897,Trigoli,10.0,364191.1,407139.1,ERANGEL,2U4GBNA0Ymk7iBtHUx6-_dZyjrvKVPMSmiZKzhovvtZ6clOi9vMdQGJIxPEv4HO6,758.0,LastHitBandit,20.0,364524.2,406926.6
3265,Grenade,t0nyZ,1.0,641855.9,186037.1,ERANGEL,2U4GBNA0YmlsmhWI_uk1n90_H682IZo6muWLdaUTCs05xIT-j7x0Uqea8n6G4q4i,1816.0,ChinaboyPKK,3.0,636725.5,184335.4
1467,S1897,MuQing-3254,7.0,362231.8,412706.3,ERANGEL,2U4GBNA0YmltdlEYw5AmXmDdUW5i2vyhBrlQeNFBgmYyzDpsc787A_hENiNlx6I5,263.0,Vaefukua,25.0,362547.6,412949.2
6538,Hit by Car,Ciprianistic,3.0,537693.8,347750.8,ERANGEL,2U4GBNA0YmlMqUy26Nx8Rmm3UjhNVwg6rFwjs4FGnjp83bGmwSELWoDpqkrt6FPZ,434.0,llzsq,26.0,537281.9,347623.4
6060,Down and Out,Nicolas6Neng,1.0,715317.9,451552.7,ERANGEL,2U4GBNA0Yml6y7HS5CbbbGNCVA8W-Eq9itS5ANu7VhQLdw36LQo9OXoLiY9pzymO,423.0,gaojunp107e,33.0,715286.1,451245.3
4934,Down and Out,taijirigala,4.0,173546.4,542876.1,ERANGEL,2U4GBNA0YmlB0q86A8fUl8JfLjpaTo2OMObs4sDXSwl_z8yF6lNkr8gfwHqYnJQJ,510.0,xXSeaCow182Xx,4.0,173564.2,542797.6
4512,S12K,Deathstalker1010,60.0,434136.5,281645.8,MIRAMAR,2U4GBNA0Ymmc9iQSXPdXmsArOhTIR61JwcNH4n6Z2nEAsPYw5VWoAVcAEkqWJV2_,222.0,xXstoneCode200Xx,61.0,434691.2,281514.5
5993,Kar98k,EVEN1982,1.0,367673.9,586061.0,ERANGEL,2U4GBNA0YmkjIvgdQAAyeZk0ZnYEpNtpJODztcsiH83QHqhfGTN1jSPP1lzCb4Jv,1003.0,Xiaozhanggenban,9.0,358203.5,574146.6
5332,M249,Saktitama,9.0,478886.3,298349.1,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,701.0,ImJuustCrazy,43.0,479380.2,299166.2
6544,UMP9,wahahaawdawd,22.0,198460.8,523471.5,ERANGEL,2U4GBNA0YmlMqUy26Nx8Rmm3UjhNVwg6rFwjs4FGnjp83bGmwSELWoDpqkrt6FPZ,701.0,wcmlgb915,17.0,197122.4,523302.0
1877,Punch,Nhdzi_TV,14.0,382543.6,485360.3,ERANGEL,2U4GBNA0Ymmj5ChhNizFBQNzal-aacFtZr3MhwiNw8qBDJBRobgDHZqOnyiohGR6,711.0,HowTo_Pirouette,20.0,382624.7,485401.5
3571,M416,Kai5672,11.0,179320.5,304712.8,ERANGEL,2U4GBNA0Ymn_5YOdbJcWM3qIjn0S_Z3W84sUWo36iLxk6As1P0O7BB5It8tPY8Ss,803.0,MoonP1nk,13.0,179091.0,304776.1
4834,Kar98k,fary2,1.0,352478.6,611336.7,ERANGEL,2U4GBNA0YmnNaxE1IF0R8b5H-SePLyeMyyIrtEPySH7IYKSofTRFs441FMT93y3K,1704.0,TanGuiXi,4.0,337587.2,626167.8
3585,Micro UZI,WDR6877,10.0,550210.7,240191.0,ERANGEL,2U4GBNA0Ymn_5YOdbJcWM3qIjn0S_Z3W84sUWo36iLxk6As1P0O7BB5It8tPY8Ss,342.0,Douyu_3576930,23.0,549941.4,240758.8
6414,M16A4,Roy-Keane,8.0,574574.9,380410.3,ERANGEL,2U4GBNA0YmkS2eQx4J61Re6-zCya9AIQhDP8XNRgyCo4C5X8Zlz4-7V-PwsTAINp,122.0,qaz1314520,39.0,574353.3,379789.3
3879,M16A4,Cedric-W,22.0,373145.4,359042.0,ERANGEL,2U4GBNA0YmkDstXLYHK5B7Jq1QzLWJ-HeVx4TzVSkV3lpPTNiKcc1WXBp3-XkQZp,276.0,Aka-DreamZ,35.0,369313.2,361265.1
4857,Punch,Decade69,14.0,409933.6,640424.3,ERANGEL,2U4GBNA0YmlB0q86A8fUl8JfLjpaTo2OMObs4sDXSwl_z8yF6lNkr8gfwHqYnJQJ,134.0,ZhuBeggy,23.0,410010.6,640343.0
1768,Bluezone,,,,,ERANGEL,2U4GBNA0YmkAe0g5_7ZyvVWZ4D_2Tmvl41s103OU7KHR-uOozlEs7lUSiNOVk9qD,2179.0,jx_yang,3.0,629977.9,606129.6
2184,S12K,jinhai,34.0,569550.0,381204.2,ERANGEL,2U4GBNA0YmlcJd06MAp1d4Q7M5Yy4PYrahIr2JBT9uhhXk6gHSEcIBPisz7z3coU,206.0,purple_gorilla,68.0,569009.6,381348.7
483,Micro UZI,JackieCOC,5.0,354025.6,406654.9,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,215.0,masami-_-,76.0,353412.0,407891.8
5298,Grenade,NoobhunterNo1,12.0,472529.7,360785.9,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,742.0,Zhj870619,20.0,468400.4,361193.5
110,Down and Out,SuperViolent,12.0,399952.0,179802.0,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,331.0,#unknown,18.0,402157.0,188203.3
5062,AKM,Spyr0s,3.0,594678.8,347800.3,MIRAMAR,2U4GBNA0YmnU2RHKXlhPQO71mPuk11VrC-gSWzsu-m9L5fsK__Ju6p3_SDIwWRHK,649.0,XueCoke,23.0,594014.0,348540.9
1197,S686,pewpew_pew,23.0,437582.0,639714.9,ERANGEL,2U4GBNA0Ymlc7rVx0xWH7j4xfGd-zpHO2dN9AJ11-bFd9E-Jkmoa_BTnfqg_aOHQ,152.0,BigBossSempai,26.0,437300.6,639808.4
120,Grenade,#unknown,3.0,510511.3,426254.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1198.0,#unknown,3.0,510511.3,426254.8
6016,UMP9,Tox_NaiCha,27.0,444559.9,694095.8,ERANGEL,2U4GBNA0YmkjIvgdQAAyeZk0ZnYEpNtpJODztcsiH83QHqhfGTN1jSPP1lzCb4Jv,154.0,FaTherZhang,28.0,0.0,0.0
4318,M416,panqiuqiu007,20.0,624502.1,374381.2,ERANGEL,2U4GBNA0Yml_5G8Drb2z19mFJ0XQ3w6WRVVg1eKkzSZTmta36z3rTTyDNxT3C_WU,236.0,Sirius_HX,22.0,624487.2,374730.2
5691,M416,Double9z,13.0,370278.5,420967.8,MIRAMAR,2U4GBNA0Ymnp7WwAto9g2slLUaiBKUFaPfS2cP7mxfvB4zSMybPXSCofOEAgrxRI,393.0,RabbiLape,52.0,366729.0,422545.7
1840,Down and Out,silverHats,13.0,392367.9,286935.5,ERANGEL,2U4GBNA0Ymmj5ChhNizFBQNzal-aacFtZr3MhwiNw8qBDJBRobgDHZqOnyiohGR6,308.0,MrCottonsParrot,,392373.9,286988.0
555,M416,666HSP,28.0,550510.1,362445.2,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,395.0,RamsesThePigeon,30.0,550574.4,362856.4
3985,Down and Out,CC7-TV,6.0,311580.8,513000.4,ERANGEL,2U4GBNA0YmnnTkwTvduuDTvxNFqqQQfOkAdwyDSBGA2B0OZqDWkOL5hIt84vmDgN,1506.0,zuiaist,11.0,310419.7,511375.2
2245,Grenade,Deathfox7,1.0,420805.4,609274.9,ERANGEL,2U4GBNA0YmlcJd06MAp1d4Q7M5Yy4PYrahIr2JBT9uhhXk6gHSEcIBPisz7z3coU,1916.0,EagleSS670,2.0,421356.8,606756.1
3207,Micro UZI,HannyH,12.0,602514.6,481146.1,ERANGEL,2U4GBNA0YmlsmhWI_uk1n90_H682IZo6muWLdaUTCs05xIT-j7x0Uqea8n6G4q4i,293.0,MAWG-Wasper,18.0,601393.3,481655.4
5517,UMP9,Its_Nathen,8.0,320365.4,340122.5,ERANGEL,2U4GBNA0YmnTdCV0yjZ9FJT5KTQXu_J-mDD7JVI77_afKJCjBGNcQH8tMVM5wf0m,766.0,joeasyrida,28.0,320903.1,340121.6
341,Down and Out,CSNQJ66666,27.0,391993.8,348772.1,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,362.0,szl2000,21.0,393876.7,347575.1
3939,Down and Out,Zhang_0416,4.0,329392.2,524828.0,ERANGEL,2U4GBNA0YmnnTkwTvduuDTvxNFqqQQfOkAdwyDSBGA2B0OZqDWkOL5hIt84vmDgN,1523.0,bianhao8527,10.0,332374.3,522263.2
5937,Grenade,xushuhao1984,19.0,299812.9,546020.4,ERANGEL,2U4GBNA0YmmB9L7Ft8k_V5zo5bx1lULaksuMig43hz2WiJI2Srn46w8mB0cNMeSJ,508.0,IDFAKExiongdi,24.0,302331.4,545766.0
5082,Drown,,,,,MIRAMAR,2U4GBNA0YmnU2RHKXlhPQO71mPuk11VrC-gSWzsu-m9L5fsK__Ju6p3_SDIwWRHK,171.0,GR-mosen,44.0,0.0,0.0
3282,Down and Out,,,,,ERANGEL,2U4GBNA0YmlsmhWI_uk1n90_H682IZo6muWLdaUTCs05xIT-j7x0Uqea8n6G4q4i,1761.0,whitehs,5.0,637699.5,164530.7
1909,AKM,BeijingNO-1,23.0,368356.3,400462.0,ERANGEL,2U4GBNA0YmkJt4dyUUT94MOYESuKm2MQu1eh08EFdbeeGClsVzdp38FeLRv2PSVm,553.0,zeroLuck,9.0,368302.9,400674.9
602,Falling,North0023,3.0,367861.9,589403.3,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,1165.0,AKweilai,5.0,326391.2,580994.4
4972,SCAR-L,PoisonMDT,1.0,281820.9,558720.3,ERANGEL,2U4GBNA0YmkouKU7rw6brk7uZamG1dICaLOLV9MMRULojV9v1Y0ApEjG8568AzL-,1679.0,West7cm,2.0,281676.9,557615.6
1578,Bluezone,,,,,ERANGEL,2U4GBNA0YmloUGIumcTO14gr8rgZVexJO_xpcOj0xMlmhrLlJjOYL4g75Nlf53Hw,1962.0,yamahukin,2.0,243426.2,485718.0
2851,AKM,Jemiverru,10.0,315940.8,354001.7,ERANGEL,2U4GBNA0Ymk9oWjnPmYXWVwfOe3D-owgLcMqizYDazwhqu6tKBLK_OFrxSLqNWwI,1358.0,GuQQf,18.0,326191.9,354473.9
5052,P1911,yanxingxin,32.0,437746.5,280710.4,MIRAMAR,2U4GBNA0YmnU2RHKXlhPQO71mPuk11VrC-gSWzsu-m9L5fsK__Ju6p3_SDIwWRHK,115.0,MrPeroxide,25.0,438076.7,280824.8
5892,Punch,douyulaogong,40.0,450322.3,620739.4,ERANGEL,2U4GBNA0YmmB9L7Ft8k_V5zo5bx1lULaksuMig43hz2WiJI2Srn46w8mB0cNMeSJ,103.0,MLGB_Nice,37.0,450284.9,620831.5
3363,M416,lujifeng188,5.0,363039.1,636327.8,ERANGEL,2U4GBNA0YmkbaxRIRrLkucLQeELe8PYIRW3ZTi14fb52Wekl7vpPELmehRhsccYG,1549.0,chinaFUINGWEN,8.0,362987.6,632862.3
5628,M416,Fallingmoons,5.0,290284.4,447572.6,ERANGEL,2U4GBNA0YmnIkC2agUfbPkAgjSdKzB4peHEfhtUOmLKAc8G9lzMoBMtZ33Q5p9ll,391.0,killmebaby2,21.0,290741.8,447751.8
6611,Down and Out,SilentChero,17.0,380758.1,126013.6,ERANGEL,2U4GBNA0YmklPmDKT1cDXoaHMN1y1wAsoa0LpWJvq0ECYyIqfcku0GqbF9TXMaiX,487.0,Chop-sticks,29.0,382365.1,129913.1
3499,M416,Arvinbey,1.0,552608.2,566486.4,ERANGEL,2U4GBNA0YmmyNWABCuuEotdFnf2pYAu3C5f-JJ9Qv-UyQVaC43ykt3LYzYU6W2Et,781.0,KanyesOffspring,31.0,552903.6,570245.8
1218,M16A4,Cosimo,1.0,204767.2,357469.5,ERANGEL,2U4GBNA0Ymlc7rVx0xWH7j4xfGd-zpHO2dN9AJ11-bFd9E-Jkmoa_BTnfqg_aOHQ,1408.0,ChanronG,9.0,213122.3,355100.9
1718,Down and Out,BREAKUPINATXT,19.0,389290.8,135817.0,ERANGEL,2U4GBNA0YmkAe0g5_7ZyvVWZ4D_2Tmvl41s103OU7KHR-uOozlEs7lUSiNOVk9qD,236.0,Pechos,24.0,388850.8,137350.2
2075,UMP9,skip2dalou22,12.0,493493.3,499419.3,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,683.0,JiaYong111,6.0,493636.1,498260.0
1514,SCAR-L,1475779086,2.0,185594.1,296468.1,ERANGEL,2U4GBNA0YmltdlEYw5AmXmDdUW5i2vyhBrlQeNFBgmYyzDpsc787A_hENiNlx6I5,946.0,zzZ929156389,17.0,186123.7,297251.1
6352,S12K,TurkeyBikini,11.0,589176.9,451014.8,ERANGEL,2U4GBNA0YmmNda7rFfvn-ZVSnpD4e14wBCKCdD6h2Pr5-Au61Oj4yf48-LIn2XhA,999.0,madeng-,5.0,589121.4,450808.1
5336,SCAR-L,Saktitama,9.0,463512.9,298511.5,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,1017.0,JUST-SEND-IT,25.0,469020.2,305205.0
4661,Kar98k,Retribution1,4.0,420008.7,388121.6,ERANGEL,2U4GBNA0Ymm0xKIivZQMUCPNnY06OPootjDdM0RtAL61KsDLeIIm8bS2hbaOZfZd,1626.0,JamKeefe,6.0,411570.8,381794.1
1552,SCAR-L,Azmund,3.0,212134.4,466405.8,ERANGEL,2U4GBNA0YmloUGIumcTO14gr8rgZVexJO_xpcOj0xMlmhrLlJjOYL4g75Nlf53Hw,1438.0,RadRichie,14.0,210718.1,467095.6
5204,Down and Out,AGNxANGEL,20.0,450231.5,631097.4,ERANGEL,2U4GBNA0YmnuJ2AtZa4s3YxcAHVDtQbra_TjEHEAjHBRpwb8-A_bhsdG5kFCzvK_,370.0,jlzjb6,21.0,445656.6,630017.5
4739,UMP9,Cn--Xll,20.0,445973.8,624822.8,ERANGEL,2U4GBNA0Ymm0xKIivZQMUCPNnY06OPootjDdM0RtAL61KsDLeIIm8bS2hbaOZfZd,538.0,SY_GT,21.0,445953.5,624725.1
5701,Micro UZI,wqm888,41.0,368782.6,429572.8,MIRAMAR,2U4GBNA0Ymnp7WwAto9g2slLUaiBKUFaPfS2cP7mxfvB4zSMybPXSCofOEAgrxRI,474.0,Coffeerio,48.0,370272.3,433945.3
3800,UMP9,KISS5688,40.0,444929.3,625198.6,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,350.0,BestGoodLuck,41.0,445199.3,624221.0
2113,S1897,GGggWW11,3.0,512323.9,673838.4,ERANGEL,2U4GBNA0YmkRFnEnlar5FbJrM9fzxmAkpXnhkbdlw89MM6k2sU8rq4IflvUQopVZ,1806.0,Sumsan,5.0,512138.2,673656.7
2744,Down and Out,Clanwolf,1.0,414200.3,457644.4,ERANGEL,2U4GBNA0Ymk7iBtHUx6-_dZyjrvKVPMSmiZKzhovvtZ6clOi9vMdQGJIxPEv4HO6,1703.0,Mustang002,5.0,417665.6,456500.2
5562,Down and Out,shanlvbi666,3.0,167247.4,294238.3,ERANGEL,2U4GBNA0YmnTdCV0yjZ9FJT5KTQXu_J-mDD7JVI77_afKJCjBGNcQH8tMVM5wf0m,794.0,CanadianGoose_,27.0,158571.3,292492.6
5125,Falling,Yy26434_Niu,4.0,0.0,0.0,ERANGEL,2U4GBNA0YmnuJ2AtZa4s3YxcAHVDtQbra_TjEHEAjHBRpwb8-A_bhsdG5kFCzvK_,1027.0,Super-Kami-Guru,12.0,562353.5,387348.5
6513,UMP9,Ciprianistic,3.0,295323.7,301753.5,ERANGEL,2U4GBNA0YmlMqUy26Nx8Rmm3UjhNVwg6rFwjs4FGnjp83bGmwSELWoDpqkrt6FPZ,1142.0,Preyer-Sky,12.0,294036.6,302764.0
2124,M416,Chanle-W,7.0,516319.0,657725.6,ERANGEL,2U4GBNA0YmkRFnEnlar5FbJrM9fzxmAkpXnhkbdlw89MM6k2sU8rq4IflvUQopVZ,1681.0,zhuchaosen,8.0,522622.0,663757.7
597,Down and Out,Calvincsh666,16.0,381277.3,119088.8,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,223.0,Ronstah4Jesus,37.0,380377.3,120316.6
1783,M16A4,Enyer_t3,11.0,401179.4,293442.5,ERANGEL,2U4GBNA0YmkAe0g5_7ZyvVWZ4D_2Tmvl41s103OU7KHR-uOozlEs7lUSiNOVk9qD,284.0,RedPandaMania,21.0,402468.8,286628.0
2802,Down and Out,Xingzl,8.0,373016.8,493500.8,ERANGEL,2U4GBNA0Ymk7iBtHUx6-_dZyjrvKVPMSmiZKzhovvtZ6clOi9vMdQGJIxPEv4HO6,1172.0,886X,13.0,377426.9,494900.6
895,S12K,Andjgm,36.0,686971.8,460090.5,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,100.0,YIiyzq-tT,37.0,686622.6,460732.7
161,Down and Out,651651646,1.0,367168.4,347017.9,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,1135.0,leizong725,5.0,427997.6,352348.0
3877,Down and Out,Bilithedumbfuk,14.0,437129.5,640066.7,ERANGEL,2U4GBNA0YmkDstXLYHK5B7Jq1QzLWJ-HeVx4TzVSkV3lpPTNiKcc1WXBp3-XkQZp,225.0,houpohao,38.0,437283.3,640071.6
1286,UMP9,huya70568yueding,4.0,617969.4,307762.1,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,414.0,fantlind,59.0,619162.9,304200.4
6608,Down and Out,MelodicMelody,47.0,446950.3,621103.7,ERANGEL,2U4GBNA0YmklPmDKT1cDXoaHMN1y1wAsoa0LpWJvq0ECYyIqfcku0GqbF9TXMaiX,107.0,LrrOmicron,30.0,447039.2,621038.9
2789,Down and Out,Tng555,21.0,451716.3,620697.5,ERANGEL,2U4GBNA0Ymk7iBtHUx6-_dZyjrvKVPMSmiZKzhovvtZ6clOi9vMdQGJIxPEv4HO6,403.0,HHHZZKHHH,24.0,451510.3,621453.2
4784,AKM,Chima_wr,10.0,151129.5,414489.6,ERANGEL,2U4GBNA0YmnNaxE1IF0R8b5H-SePLyeMyyIrtEPySH7IYKSofTRFs441FMT93y3K,229.0,AFengMeiYouHao,41.0,151226.0,414496.1
5896,Down and Out,Sergioooo,34.0,374247.9,399252.2,ERANGEL,2U4GBNA0YmmB9L7Ft8k_V5zo5bx1lULaksuMig43hz2WiJI2Srn46w8mB0cNMeSJ,230.0,MethodicalChaos,36.0,373773.9,404384.1
5393,Bluezone,,,,,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,1098.0,abcd289852677,22.0,552542.6,359670.6
4177,SKS,WYN-33333,4.0,458882.9,354403.1,ERANGEL,2U4GBNA0Ymkftyau6Av9xdA4QmGtUC3doKzOLyUp5wwLSkyaC0eJXtC9uBl7Mzmx,1356.0,chenpeng13141,5.0,464606.9,345905.1
6706,P1911,Lester_Gillis,37.0,468574.3,641079.6,ERANGEL,2U4GBNA0YmmJfFpXZ-QZQs8br_sVYD6XGe3CDoGgnAM66kAufAzFoILJ0LgfQMq0,108.0,Red24,90.0,467748.5,640928.9
6437,M16A4,Roy-Keane,8.0,573954.2,380103.9,ERANGEL,2U4GBNA0YmkS2eQx4J61Re6-zCya9AIQhDP8XNRgyCo4C5X8Zlz4-7V-PwsTAINp,152.0,as784,39.0,572519.3,378957.2
6678,Micro UZI,KimChiWarr1or,46.0,559221.2,498270.0,ERANGEL,2U4GBNA0YmmJfFpXZ-QZQs8br_sVYD6XGe3CDoGgnAM66kAufAzFoILJ0LgfQMq0,127.0,jonburgundy,81.0,557586.7,502014.6
4781,AKM,Bente1y,10.0,152596.2,414906.3,ERANGEL,2U4GBNA0YmnNaxE1IF0R8b5H-SePLyeMyyIrtEPySH7IYKSofTRFs441FMT93y3K,247.0,GouYiYangDeDiRen,41.0,151576.5,413362.9
736,M16A4,Enziuh,3.0,342405.8,321777.7,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,393.0,UncleWillieP,22.0,340360.4,323794.4
314,Down and Out,chinenoone,1.0,207266.5,488794.5,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1366.0,NineHours,10.0,218105.4,491482.2
5513,M416,ice392,9.0,260101.0,317755.2,ERANGEL,2U4GBNA0YmnTdCV0yjZ9FJT5KTQXu_J-mDD7JVI77_afKJCjBGNcQH8tMVM5wf0m,1452.0,Pigonawing,10.0,266443.3,319063.2
2029,Falling,PDSK,15.0,385573.6,426827.8,MIRAMAR,2U4GBNA0YmmGH1I8WFVMw7sv8wSx0Ln8CnZ74JHPXcRUu4y8429D-2bOMw41cYZ5,664.0,his-grandfather,5.0,384409.3,428724.2
1201,S12K,muyamuya,22.0,451681.5,629386.8,ERANGEL,2U4GBNA0Ymlc7rVx0xWH7j4xfGd-zpHO2dN9AJ11-bFd9E-Jkmoa_BTnfqg_aOHQ,201.0,Plebskeet,25.0,451084.9,629406.0
1198,Micro UZI,JesusHadGA,17.0,424036.1,327090.2,ERANGEL,2U4GBNA0Ymlc7rVx0xWH7j4xfGd-zpHO2dN9AJ11-bFd9E-Jkmoa_BTnfqg_aOHQ,154.0,The_Cheef,21.0,424408.5,327064.6
284,SCAR-L,Illmy0111,1.0,180234.1,512721.8,ERANGEL,2U4GBNA0YmlxiifTmjHuCGJhLNLL-lhlH9TQh47o-9IZVJIlJDQJmYN2YbSU2_Bx,1854.0,Driftings,2.0,181216.5,513549.2
1817,Mini 14,Zophyeos,1.0,668667.6,469144.9,ERANGEL,2U4GBNA0Ymmj5ChhNizFBQNzal-aacFtZr3MhwiNw8qBDJBRobgDHZqOnyiohGR6,1810.0,tammmmman,5.0,670984.1,467853.8
4131,Down and Out,Ares_Wang12333,1.0,359721.9,395050.1,ERANGEL,2U4GBNA0Ymkftyau6Av9xdA4QmGtUC3doKzOLyUp5wwLSkyaC0eJXtC9uBl7Mzmx,260.0,jijimei,25.0,361927.5,397957.5
986,SCAR-L,wo520wxx,3.0,704316.4,436426.9,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,1523.0,Fan888888888Tas,7.0,704271.7,437033.0
3362,S686,BonerThreeK,22.0,571321.8,379590.8,ERANGEL,2U4GBNA0YmkbaxRIRrLkucLQeELe8PYIRW3ZTi14fb52Wekl7vpPELmehRhsccYG,190.0,Courier7,74.0,570593.3,380338.0
4884,Down and Out,,,,,ERANGEL,2U4GBNA0YmlB0q86A8fUl8JfLjpaTo2OMObs4sDXSwl_z8yF6lNkr8gfwHqYnJQJ,1657.0,taijirigala,4.0,123326.5,346019.6
1090,SCAR-L,CutMeng,1.0,410709.9,284777.2,ERANGEL,2U4GBNA0YmnmvI29GR080nJ5U4oZyrJ2kJqz7BeQrwDdx68BbncOZ_5DnysRn2Ca,344.0,kevinsleepy,15.0,411035.9,284624.3
2526,Bluezone,,,,,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1649.0,DarkPromise1911,5.0,286081.3,525621.4
3959,Falling,,,,,ERANGEL,2U4GBNA0YmnnTkwTvduuDTvxNFqqQQfOkAdwyDSBGA2B0OZqDWkOL5hIt84vmDgN,681.0,coep89759b,37.0,209560.5,274895.1
752,SCAR-L,banana_kings,5.0,618128.2,600157.9,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,483.0,hbbgood,23.0,617744.2,598686.9
4042,Bluezone,,,,,ERANGEL,2U4GBNA0YmnUX8tPU61HZRcRoGWE48u9_mAhu4VmmphV3S-xkb4HgExWgoOQMIH8,1186.0,furrrby,32.0,0.0,0.0
522,Grenade,AZ7548784,41.0,264733.6,551562.3,ERANGEL,2U4GBNA0YmlixJ6lhgS6xB2tqdo7SEhoYyHlVu18akkAzLToAhG5PWG043VgsrJm,825.0,AZ7548784,41.0,264733.6,551562.3
4800,Bluezone,,,,,ERANGEL,2U4GBNA0YmnNaxE1IF0R8b5H-SePLyeMyyIrtEPySH7IYKSofTRFs441FMT93y3K,757.0,BLACK_HO0L,27.0,0.0,0.0
1633,M416,SIT_MeiQiang,14.0,401002.3,293082.6,ERANGEL,2U4GBNA0YmnZ4vJC-aEUY9riuYVJgtIdnp017vKbMe8pVLHPO6SzRFJO7xtISNWh,244.0,Blacktidez,7.0,402180.8,293161.6
6356,M416,Aur-bi,11.0,613463.1,482248.1,ERANGEL,2U4GBNA0YmmNda7rFfvn-ZVSnpD4e14wBCKCdD6h2Pr5-Au61Oj4yf48-LIn2XhA,264.0,adszl,13.0,613663.3,481939.2
6912,AKM,InfernumJN,22.0,370765.5,408048.6,ERANGEL,2U4GBNA0YmmIxbJL37qDrRDRIz-J5zFYcAFZi9szltH9Eg0-FNv_70KrOtW4aMxD,320.0,LUCKY_0819,19.0,370854.9,408457.2
1711,Down and Out,Finn310,19.0,462841.7,640830.0,ERANGEL,2U4GBNA0YmnZ4vJC-aEUY9riuYVJgtIdnp017vKbMe8pVLHPO6SzRFJO7xtISNWh,215.0,NhaXeThucHang,24.0,462352.2,639857.6
384,SCAR-L,DelevinC,3.0,380625.5,354195.4,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,916.0,JumpKing1,22.0,377609.1,353836.8
